name,name_en,scientific_name,common_names,family,category,habitat_types,water_types,depth_range_min,depth_range_max,temperature_range_min,temperature_range_max,geographic_zones,countries,fao_zones,average_size_cm,max_size_cm,average_weight_kg,max_weight_kg,rarity,icon_url,photo_url,description,fishbase_id,gbif_id
Chabot du Béarn,Adour Sculpin,Cottus aturi,,Cottidés,,,"{""fresh""}",,,,,,"{""FR""}",,,,,,,,,"Chabot du Béarn, Chabot de l'Adour",,2334100
Chabot d'Auvergne,Dordogne Sculpin,Cottus duranii,,Cottidés,,,"{""fresh""}",,,,,,"{""FR""}",,,,,,,,,"Chabot d'Auvergne, Chabot de Dordogne",,2334176
Chabot commun,Bullhead,Cottus gobio,,Cottidés,,,"{""fresh""}",,,,,,"{""FR""}",,,,,,,,,Cottus gobio,,7807208
Chabot des Pyrénées,Pyrenean Sculpin,Cottus hispaniolensis,,Cottidés,,,"{""fresh""}",,,,,,"{""FR""}",,,,,,,,,"Chabot des Pyrénées, Chabot pyrénéen",,2334173
Chabot fluviatile,Common Bullhead,Cottus perifretum,,Cottidés,,,"{""fresh""}",,,,,,"{""FR""}",,,,,,,,,Cottus perifretum est une espèce de poissons dulçaquicoles de la famille des Cottidae.,,2334088
Chabot du Lez,Lez Sculpin,Cottus petiti,,Cottidés,,,"{""fresh""}",,,,,,"{""FR""}",,,,,,,,,Cottus petiti,,2334155
Chabot de Rhénanie,Rhine Sculpin,Cottus rhenanus,,Cottidés,,,"{""fresh""}",,,,,,"{""FR""}",,,,,,,,,"Chabot de Rhénanie, Chabot du Rhin",,2334183
Chabot de l'Hérault,Hérault Sculpin,Cottus rondeleti,,Cottidés,,,"{""fresh""}",,,,,,"{""FR""}",,,,,,,,,"Le Chabot de l'Hérault (Cottus rondeleti)  est une espèce de poissons de la famille des Cottidae, endémique des bassins du département de l'Hérault en France. Son nom a été donné en l'honneur de Guillaume Rondelet, précurseur de l'ichtyologie européenne et d'un des tout premiers traités ichtyologiques.",,2334119
Chabot savoyard,Savoie Sculpin,Cottus sabaudicus,,Cottidés,,,"{""fresh""}",,,,,,"{""FR""}",,,,,,,,,Cottus sabaudicus,,2334125
Blennie fluviatile,Freshwater blenny,Salaria fluviatilis,,Blenniidés,,,"{""fresh""}",,,,,,"{""FR""}",,,,,,,,,Salaria fluviatilis,,4409525
Gobie fluviatile,Monkey goby,Neogobius fluviatilis,,Gobiidés,,,"{""fresh""}",,,,,,"{""FR""}",,,,,,,,,Gobie fluviatile,,2379105
Gobie à tache noire,Black spotted goby,Neogobius melanostomus,,Gobiidés,,,"{""fresh""}",,,,,,"{""FR""}",,,,,,,,,Neogobius melanostomus,,2379089
Gobie de Kessler,"Bighead goby, Kessler's goby",Ponticola kessleri,,Gobiidés,,,"{""fresh""}",,,,,,"{""FR""}",,,,,,,,,"Neogobius kessleri · Gobie de Kessler, Gobie à grosse tête",,4285968
Gobie demi-lune,Freshwater tubenose goby,Proterorhinus semilunaris,,Gobiidés,,,"{""fresh""}",,,,,,"{""FR""}",,,,,,,,,"Le Gobie demi-lune (Proterorhinus semilunaris), appelé aussi Gobie à nez tubulaire, est une espèce de poissons de l'ordre des Perciformes de la famille des Gobiidae.",,2379245
Gobie tacheté,Common Goby,Pomatoschistus microps,,Gobiidés,,,"{""fresh""}",,,,,,"{""FR""}",,,,,,,,,Pomatoschistus microps,,2379280
Gobie buhotte,Common goby,Pomatoschistus minutus,,Gobiidés,,,"{""fresh""}",,,,,,"{""FR""}",,,,,,,,,"Pomatoschistus minutus, le Gobie des sables ou le Gobie buhotte, est une espèce de poissons marins appartenant à la grande famille des gobiidés.",,2379300
Crapet de roche,Goggle Eye,Ambloplites rupestris,,Centrarchidés,,,"{""fresh""}",,,,,,"{""FR""}",,,,,,,,,Ambloplites rupestris,,2394514
Œil de paon,Flier,Centrarchus macropterus,,Centrarchidés,,,"{""fresh""}",,,,,,"{""FR""}",,,,,,,,,,,2394521
Crapet rouge,Redbreast,Lepomis auritus,,Centrarchidés,,,"{""fresh""}",,,,,,"{""FR""}",,,,,,,,,,,2394491
Perche soleil,Common Sunfish,Lepomis gibbosus,,Centrarchidés,,,"{""fresh""}",,,,,,"{""FR""}",,,,,,,,,"Crapet-soleil, Perche soleil",,2394486
Crapet à longues oreilles,Longear Sunfish,Lepomis megalotis,,Centrarchidés,,,"{""fresh""}",,,,,,"{""FR""}",,,,,,,,,,,2394510
Achigan à petite bouche,Bass,Micropterus dolomieu,,Centrarchidés,,,"{""fresh""}",,,,,,"{""FR""}",,,,,,,,,"Achigan à petite bouche, black-bass à petite bouche",,5211250
Achigan à grande bouche,American Black Bass,Micropterus salmoides,,Centrarchidés,,,"{""fresh""}",,,,,,"{""FR""}",,,,,,,,,"L'Achigan à grande bouche (Micropterus salmoides), aussi appelé black-bass et parfois perche truitée, perche truite, perche d'Amérique ou perche noire, est une espèce de poissons d'eau douce de la famille des Centrarchidae originaire d'Amérique du Nord et introduite en Europe à la fin du XIXe siècle. C'est une espèce très recherchée et élevée pour la pêche de loisir.",,2394563
Marigane blanche,Calicos Bass,Pomoxis annularis,,Centrarchidés,,,"{""fresh""}",,,,,,"{""FR""}",,,,,,,,,,,2394534
Marigane noire,Black Crappie,Pomoxis nigromaculatus,,Centrarchidés,,,"{""fresh""}",,,,,,"{""FR""}",,,,,,,,,"Pomoxis nigromaculatus, ou Marigane noire, est une espèce de poissons de la famille des Centrarchidae.",,2394526
Bar commun,Capemouth,Dicentrarchus labrax,,Moronidés,,,"{""fresh""}",,,,,,"{""FR""}",,,,,,,,,Dicentrarchus labrax,,2394622
Grémille,,Gymnocephalus cernuus,,Percidés,,,"{""fresh""}",,,,,,"{""FR""}",,,,,,,,,Gymnocephalus cernua,,2382126
Perche,,Perca fluviatilis,,Percidés,,,"{""fresh""}",,,,,,"{""FR""}",,,,,,,,,Perca fluviatilis,,8140485
Sandre,Eurasian Pikeperch,Sander lucioperca,,Percidés,,,"{""fresh""}",,,,,,"{""FR""}",,,,,,,,,Sander lucioperca,,2382155
Apron du Rhône,Apron,Zingel asper,,Percidés,,,"{""fresh""}",,,,,,"{""FR""}",,,,,,,,,Zingel asper,,2382117
Flet commun,Butt,Platichthys flesus,,Pleuronectidés,,,"{""fresh""}",,,,,,"{""FR""}",,,,,,,,,"Le Flet commun ou flet d'Europe (Platichthys flesus) est une espèce de poissons de la famille des Pleuronectidae (certains poissons plats tels que limandes, plies, flets et flétans).
D'autres espèces de poissons sont également appelées couramment flets.",,2409330
